Case,Mean Latency,Std Latency,Min Latency,Max Latency,Mean Jitter,Std Jitter,Min Jitter,Max Jitter
vehicle-to-vehicle,0.04205223673449275,0.04902481526348037,0.007999897003173828,0.4590182304382324,0.0606103861538294,0.05361201541850207,0.0009999275207519531,0.744999885559082
vehicle-to-pedestrian,0.05486559894743147,0.07820820385163384,0.0009999275207519531,0.4997537136077881,0.059732208559843666,0.05330148536184925,0.0009999275207519531,0.7639999389648438
