%time,field.header.seq,field.header.stamp,field.header.frame_id,field.unique_id,field.steer_angle,field.kph,field.wheel_speed,field.engine_rpm,field.gear_location,field.drivingMode,field.brake_pedal,field.accel_pedal,field.left_signal,field.right_signal,field.is_aeb,field.is_estop,field.is_emergency,field.cmd_vel
1744960710963022267,514437,0,,1,-3.0,2.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960710982814572,514438,0,,1,-3.0,2.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960711002769861,514439,0,,1,-3.0,2.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960711022877783,514440,0,,1,-3.0,2.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960711042901193,514441,0,,1,-3.0,2.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960711062907099,514442,0,,1,-3.0,2.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960711085038789,514443,0,,1,-3.0,2.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960711103196679,514444,0,,1,-3.0,2.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960711122823255,514445,0,,1,-3.0,3.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960711142863619,514446,0,,1,-3.0,3.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960711163119039,514447,0,,1,-3.0,3.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960711182840436,514448,0,,1,-3.0,3.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960711202860647,514449,0,,1,-3.0,3.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960711222841832,514450,0,,1,-3.0,3.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960711242822170,514451,0,,1,-3.0,3.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960711263264995,514452,0,,1,-3.0,3.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960711282884436,514453,0,,1,-3.0,3.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960711302858308,514454,0,,1,-3.0,3.0,80.0,0.0,4,1,0,0,0,0,0,0,0,-1
1744960711323044912,514455,0,,1,-3.0,3.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960711342833020,514456,0,,1,-3.0,3.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
