%time,field.header.seq,field.header.stamp,field.header.frame_id,field.unique_id,field.steer_angle,field.kph,field.wheel_speed,field.engine_rpm,field.gear_location,field.drivingMode,field.brake_pedal,field.accel_pedal,field.left_signal,field.right_signal,field.is_aeb,field.is_estop,field.is_emergency,field.cmd_vel
1744960242582931786,491018,0,,1,25.0,15.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960242602857345,491019,0,,1,29.0,15.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960242622794217,491020,0,,1,32.0,15.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960242643416930,491021,0,,1,34.0,15.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960242662869464,491022,0,,1,35.0,15.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960242682870929,491023,0,,1,35.0,15.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960242702864596,491024,0,,1,35.0,15.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960242723058844,491025,0,,1,35.0,15.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960242742910473,491026,0,,1,35.0,15.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960242766882206,491027,0,,1,35.0,15.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960242783030261,491028,0,,1,35.0,15.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960242802911226,491029,0,,1,35.0,15.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960242822827854,491030,0,,1,35.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960242843335854,491031,0,,1,35.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960242862953732,491032,0,,1,35.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960242883132553,491033,0,,1,35.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960242902775192,491034,0,,1,35.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960242922812590,491035,0,,1,35.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960242942863545,491036,0,,1,35.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960242962836988,491037,0,,1,34.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960242982861131,491038,0,,1,33.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243002916349,491039,0,,1,32.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243025971913,491040,0,,1,31.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243044020460,491041,0,,1,30.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243066987395,491042,0,,1,29.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243083147425,491043,0,,1,28.0,16.0,80.0,0.0,4,1,0,0,0,0,0,0,0,-1
1744960243103078463,491044,0,,1,26.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243122809981,491045,0,,1,25.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243142882787,491046,0,,1,25.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243162869939,491047,0,,1,24.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243183038016,491048,0,,1,23.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243203504757,491049,0,,1,22.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243222922512,491050,0,,1,21.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243243122287,491051,0,,1,20.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243262864092,491052,0,,1,19.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243282976941,491053,0,,1,18.0,16.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243302935150,491054,0,,1,17.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243322865533,491055,0,,1,16.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243342809369,491056,0,,1,15.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243362922698,491057,0,,1,14.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243385183958,491058,0,,1,13.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243403167229,491059,0,,1,10.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243423523495,491060,0,,1,10.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243442847686,491061,0,,1,8.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243462936479,491062,0,,1,6.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243482836892,491063,0,,1,5.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243502886906,491064,0,,1,5.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243522954880,491065,0,,1,4.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243542830889,491066,0,,1,4.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243563346578,491067,0,,1,3.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243582864126,491068,0,,1,2.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243603415204,491069,0,,1,2.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243622870042,491070,0,,1,2.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243642848784,491071,0,,1,1.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243662811958,491072,0,,1,0.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243682827812,491073,0,,1,0.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243702883877,491074,0,,1,0.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243722933371,491075,0,,1,-1.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243742842032,491076,0,,1,-1.0,17.0,80.0,0.0,4,1,0,0,0,0,0,0,0,-1
1744960243763057837,491077,0,,1,-1.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243782988214,491078,0,,1,-2.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243802933738,491079,0,,1,-2.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243823116846,491080,0,,1,-3.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243842827596,491081,0,,1,-3.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243863226842,491082,0,,1,-4.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243882851512,491083,0,,1,-5.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243903166124,491084,0,,1,-6.0,17.0,80.0,0.0,4,1,0,0,0,0,0,0,0,-1
1744960243922973054,491085,0,,1,-6.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243943178712,491086,0,,1,-7.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243965930414,491087,0,,1,-7.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960243982940273,491088,0,,1,-7.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960244003250933,491089,0,,1,-8.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960244023135824,491090,0,,1,-8.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960244044415605,491091,0,,1,-8.0,17.0,80.0,0.0,4,1,0,0,0,0,0,0,0,-1
1744960244062853222,491092,0,,1,-8.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960244083385860,491093,0,,1,-8.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960244103187922,491094,0,,1,-8.0,17.0,80.0,0.0,4,1,1,0,0,0,0,0,0,-1
1744960244123425055,491095,0,,1,-8.0,17.0,80.0,5.6,4,1,1,0,0,0,0,0,0,-1
1744960244142989241,491096,0,,1,-8.0,18.0,80.0,93.2,4,1,1,0,0,0,0,0,0,-1
1744960244163193960,491097,0,,1,-8.0,18.0,80.0,194.4,4,1,1,0,0,0,0,0,0,-1
1744960244182842054,491098,0,,1,-8.0,18.0,80.0,171.6,4,1,1,0,0,0,0,0,0,-1
1744960244202978558,491099,0,,1,-9.0,18.0,80.0,208.8,4,1,1,0,0,0,0,0,0,-1
1744960244223154259,491100,0,,1,-9.0,18.0,80.0,288.8,4,1,1,0,0,0,0,0,0,-1
1744960244242883804,491101,0,,1,-9.0,18.0,80.0,497.2,4,1,1,0,0,0,0,0,0,-1
1744960244263115253,491102,0,,1,-9.0,18.0,80.0,631.2,4,1,1,0,0,0,0,0,0,-1
1744960244285299544,491103,0,,1,-9.0,18.0,80.0,686.4,4,1,1,0,0,0,0,0,0,-1
1744960244303180051,491104,0,,1,-9.0,18.0,80.0,894.4,4,1,1,0,0,0,0,0,0,-1
1744960244322855292,491105,0,,1,-10.0,18.0,80.0,898.0,4,1,1,0,0,0,0,0,0,-1
1744960244343574267,491106,0,,1,-10.0,18.0,80.0,932.4,4,1,1,0,0,0,0,0,0,-1
1744960244362922447,491107,0,,1,-10.0,18.0,80.0,1033.2,4,1,1,0,0,0,0,0,0,-1
1744960244382837178,491108,0,,1,-10.0,18.0,80.0,1147.6,4,1,1,0,0,0,0,0,0,-1
1744960244402919127,491109,0,,1,-10.0,18.0,80.0,1262.4,4,1,1,0,0,0,0,0,0,-1
1744960244422884646,491110,0,,1,-11.0,18.0,80.0,1265.6,4,1,1,0,0,0,0,0,0,-1
1744960244442838309,491111,0,,1,-11.0,18.0,80.0,1199.2,4,1,1,0,0,0,0,0,0,-1
1744960244462975767,491112,0,,1,-11.0,18.0,80.0,1161.6,4,1,1,0,0,0,0,0,0,-1
1744960244482811710,491113,0,,1,-11.0,18.0,80.0,1108.8,4,1,1,0,0,0,0,0,0,-1
1744960244503658308,491114,0,,1,-11.0,18.0,80.0,1118.0,4,1,1,0,0,0,0,0,0,-1
1744960244522825897,491115,0,,1,-11.0,18.0,80.0,1040.0,4,1,1,0,0,0,0,0,0,-1
1744960244542806925,491116,0,,1,-11.0,18.0,80.0,1035.2,4,1,1,0,0,0,0,0,0,-1
1744960244562889981,491117,0,,1,-10.0,18.0,80.0,1009.2,4,1,1,0,0,0,0,0,0,-1
1744960244582881850,491118,0,,1,-9.0,18.0,80.0,1008.4,4,1,1,0,0,0,0,0,0,-1
1744960244602849501,491119,0,,1,-9.0,18.0,80.0,1020.8,4,1,1,0,0,0,0,0,0,-1
1744960244622852248,491120,0,,1,-8.0,18.0,80.0,1016.4,4,1,1,0,0,0,0,0,0,-1
1744960244642851560,491121,0,,1,-7.0,18.0,80.0,1014.4,4,1,1,0,0,0,0,0,0,-1
1744960244662891567,491122,0,,1,-7.0,18.0,80.0,1036.8,4,1,1,0,0,0,0,0,0,-1
1744960244682799576,491123,0,,1,-6.0,18.0,80.0,1051.2,4,1,1,0,0,0,0,0,0,-1
1744960244703436070,491124,0,,1,-6.0,18.0,80.0,1060.8,4,1,1,0,0,0,0,0,0,-1
1744960244722815940,491125,0,,1,-6.0,18.0,80.0,1066.0,4,1,1,0,0,0,0,0,0,-1
1744960244742829606,491126,0,,1,-6.0,18.0,80.0,1060.4,4,1,1,0,0,0,0,0,0,-1
1744960244762829044,491127,0,,1,-6.0,18.0,80.0,1083.2,4,1,1,0,0,0,0,0,0,-1
1744960244782833602,491128,0,,1,-5.0,18.0,80.0,1110.8,4,1,1,0,0,0,0,0,0,-1
1744960244802814353,491129,0,,1,-5.0,18.0,80.0,1118.0,4,1,1,0,0,0,0,0,0,-1
1744960244822797062,491130,0,,1,-5.0,18.0,80.0,1197.2,4,1,1,0,0,0,0,0,0,-1
1744960244842796541,491131,0,,1,-4.0,18.0,80.0,1156.0,4,1,1,0,0,0,0,0,0,-1
1744960244863740014,491132,0,,1,-3.0,18.0,80.0,1120.4,4,1,1,0,0,0,0,0,0,-1
1744960244882939726,491133,0,,1,-3.0,18.0,80.0,1137.6,4,1,1,0,0,0,0,0,0,-1
1744960244902900893,491134,0,,1,-2.0,18.0,80.0,1099.2,4,1,1,0,0,0,0,0,0,-1
1744960244922855284,491135,0,,1,-2.0,18.0,80.0,1084.0,4,1,1,0,0,0,0,0,0,-1
1744960244942903561,491136,0,,1,-2.0,18.0,80.0,1054.8,4,1,1,0,0,0,0,0,0,-1
1744960244962833162,491137,0,,1,-2.0,18.0,80.0,1050.8,4,1,1,0,0,0,0,0,0,-1
1744960244982871887,491138,0,,1,-2.0,18.0,80.0,1072.8,4,1,1,0,0,0,0,0,0,-1
1744960245003044072,491139,0,,1,-2.0,18.0,80.0,1084.0,4,1,1,0,0,0,0,0,0,-1
1744960245022842485,491140,0,,1,-2.0,18.0,80.0,1072.4,4,1,1,0,0,0,0,0,0,20
1744960245046386817,491141,0,,1,-2.0,18.0,80.0,1058.4,4,1,1,0,0,0,0,0,0,20
1744960245062929428,491142,0,,1,-2.0,18.0,80.0,1067.2,4,1,1,0,0,0,0,0,0,20
1744960245082858641,491143,0,,1,-2.0,18.0,80.0,1050.4,4,1,1,0,0,0,0,0,0,20
